number,url,title,quadrant,type,age_days,created,labels
14002,https://github.com/dotnet/aspire/issues/14002,"When using Foundry resources, errors will occur during deployment.",Deployment,bug,84,2026-01-19,area-deployment
13997,https://github.com/dotnet/aspire/issues/13997,CircularBuffer.cs Item was not correctly removed.,Uncategorized,feature,84,2026-01-19,needs-area-label
13994,https://github.com/dotnet/aspire/issues/13994,Azure Managed Redis: Customize provisioning infrastructure docs example does not work / out of date.,Deployment,feature,84,2026-01-19,area-deployment
13989,https://github.com/dotnet/aspire/issues/13989,libhostpolicy.dylib not found on start of standalone Blazor WASM project in VS Code on macOS,Inner Loop,feature,85,2026-01-18,area-tooling
13979,https://github.com/dotnet/aspire/issues/13979,NuGet package Aspire.Dashboard.Sdk.win-x86 is missing 13.1 release,Dashboard,feature,86,2026-01-17,needs-area-label
13975,https://github.com/dotnet/aspire/issues/13975,Missing docker `buildx` throws an unclear `Container runtime Docker is not running or is unhealthy` message,Uncategorized,feature,87,2026-01-16,needs-retriage
13965,https://github.com/dotnet/aspire/issues/13965,[tests] Update tests to not depend on bicep compiler,Infra,feature,87,2026-01-16,testing ☑️; area-deployment
13964,https://github.com/dotnet/aspire/issues/13964,Aspire.Hosting.Tests.Publishing.ResourceContainerImageBuilderTests.CanBuildImageFromDockerfileResource_WithAllOptionsSet,Infra,bug,87,2026-01-16,needs-area-label; failing-test
13960,https://github.com/dotnet/aspire/issues/13960,aspire deploy failing for a simple Azure Container App,Integrations,bug,87,2026-01-16,needs-area-label
13957,https://github.com/dotnet/aspire/issues/13957,[WebToolsE2E][Aspire] Cannot use command '-f' to create an aspire project with target net11.0,Polyglot,feature,87,2026-01-16,area-templates
13942,https://github.com/dotnet/aspire/issues/13942,CI Improvements,Infra,feature,88,2026-01-15,area-engineering-systems; tracking
13937,https://github.com/dotnet/aspire/issues/13937,Update icon for downloading Console Logs in dashboard,Dashboard,feature,88,2026-01-15,area-dashboard
13933,https://github.com/dotnet/aspire/issues/13933,Tests with DistributedApplicationTestingBuilder fail in CI/CD due to principalType: 'User',Uncategorized,bug,88,2026-01-15,needs-area-label
13929,https://github.com/dotnet/aspire/issues/13929,[AspireE2E][Aspire CLI]An unexpected error occurred: The JSON-RPC connection with the remote party was lost before the request could complete when dotnet watch on Aspire AppHost project,Inner Loop,bug,88,2026-01-15,needs-area-label
13928,https://github.com/dotnet/aspire/issues/13928,"[AspireE2E] When dotnet watch on Aspire Starter App (ASP.NET Core/Blazor) app, The dotnet watch information displays incorrect after editing the file",Inner Loop,feature,88,2026-01-15,area-tooling
13927,https://github.com/dotnet/aspire/issues/13927,Using `WithReference` on a resource that depends on another resource annoated `ExcludeFromManifest` fails,Deployment,bug,88,2026-01-15,needs-area-label
13925,https://github.com/dotnet/aspire/issues/13925,"[AspireE2E] When `dotnet watch` on Aspire Starter App (ASP.NET Core/React) app, The command line does not get any update information, but the browser has updated automatically",Polyglot,feature,88,2026-01-15,area-templates
13924,https://github.com/dotnet/aspire/issues/13924,Request for the hot reload on Aspire CLI similar as 'dotnet watch' kind of functionality,Inner Loop,feature,88,2026-01-15,area-cli
13923,https://github.com/dotnet/aspire/issues/13923,pipelines: Using interaction service ConfirmationPrompt hangs the step,Uncategorized,feature,88,2026-01-15,needs-area-label
13914,https://github.com/dotnet/aspire/issues/13914,Set Container Apps Ingress.TargetPortHttpScheme in PublishAsAzureContainerApp,Integrations,feature,88,2026-01-14,needs-area-label
13909,https://github.com/dotnet/aspire/issues/13909,Resource state isn't updating on replica state,Dashboard,feature,89,2026-01-14,area-dashboard
13907,https://github.com/dotnet/aspire/issues/13907,Node app build output files,Integrations,feature,89,2026-01-14,area-integrations; javascript
13905,https://github.com/dotnet/aspire/issues/13905,[macOS] Cannot launch dashboard,Inner Loop,feature,89,2026-01-14,needs-retriage
13904,https://github.com/dotnet/aspire/issues/13904,Azure CLI Timeout Error on running Aspire Deployment using Github Actions.,Inner Loop,bug,89,2026-01-14,area-cli
13900,https://github.com/dotnet/aspire/issues/13900,"aspire deploy fails on ""process-parameters"" if parameter resource definition has changed",Deployment,bug,89,2026-01-14,area-deployment
13898,https://github.com/dotnet/aspire/issues/13898,Improve proxy resource MCP server error handling,Inner Loop,bug,89,2026-01-14,area-cli
13894,https://github.com/dotnet/aspire/issues/13894,Kafka Integration: provide a way to spin Production grade Kafka on Azure,Integrations,feature,89,2026-01-14,area-integrations; kafka
13892,https://github.com/dotnet/aspire/issues/13892,Network Tunnel build failure shouldn't be a debug message,Polyglot,bug,89,2026-01-13,area-orchestrator
13875,https://github.com/dotnet/aspire/issues/13875,Aspire CLI output uses fixed column width on Jenkins,Inner Loop,feature,90,2026-01-13,area-cli
13871,https://github.com/dotnet/aspire/issues/13871,Errors discovered in K8s service,Polyglot,bug,90,2026-01-13,area-service-discovery
13867,https://github.com/dotnet/aspire/issues/13867,"builder.AddConnectionString stores single quotes as Unicode escape sequences in user secrets, causing password recognition failure.",Uncategorized,bug,90,2026-01-13,needs-area-label
13854,https://github.com/dotnet/aspire/issues/13854,Failing test: Aspire.Cli.Tests.Commands.ExecCommandTests.ExecCommand_WhenProjectFileDoesNotExist_ReturnsFailedToFindProject,Infra,bug,91,2026-01-12,flaky-test; area-cli; needs-retriage
13852,https://github.com/dotnet/aspire/issues/13852,stderr: [sys] run session could not be started: IDE returned a response indicating failure,Inner Loop,bug,91,2026-01-12,area-tooling
13851,https://github.com/dotnet/aspire/issues/13851,Enhance Aspire Graph Visualization with Communication Protocol,Dashboard,feature,91,2026-01-12,area-dashboard
13846,https://github.com/dotnet/aspire/issues/13846,Failing test: Aspire.Hosting.Azure.Tests.AzureDeployerTests.DeployAsync_WithAzureFunctionsProject_Works,Infra,bug,91,2026-01-12,area-integrations; failing-test
13842,https://github.com/dotnet/aspire/issues/13842,DistributedApplicationTestingBuilder unable to load sqlproj when attempting to apply,Infra,feature,91,2026-01-12,area-integrations; area-app-testing
13839,https://github.com/dotnet/aspire/issues/13839,Apphost Hot Reload Architecture for `aspire run`,Inner Loop,feature,92,2026-01-11,area-orchestrator
13834,https://github.com/dotnet/aspire/issues/13834,[pull requests] Review required,Uncategorized,feature,93,2026-01-10,needs-area-label
13820,https://github.com/dotnet/aspire/issues/13820,Bug/Discussion: VSCode Debugging inconsistencies & How to configure debug?,Inner Loop,bug,94,2026-01-09,needs-area-label
13818,https://github.com/dotnet/aspire/issues/13818,Add ability to pass build args to build process of `aspire run`,Inner Loop,feature,94,2026-01-09,area-cli
13817,https://github.com/dotnet/aspire/issues/13817,"When running blazor project via aspire.cli (not Aspire in VS, not separately), blazor.web.js 404s",Inner Loop,feature,94,2026-01-09,area-tooling
13812,https://github.com/dotnet/aspire/issues/13812,Extract UserAssignedIdentity resource from AzureContainerAppEnvironmentResource and AzureAppServiceEnvironmentResource,Deployment,feature,94,2026-01-08,area-deployment
13808,https://github.com/dotnet/aspire/issues/13808,Easy way to add service defaults from CLI,Uncategorized,feature,95,2026-01-08,needs-area-label
13789,https://github.com/dotnet/aspire/issues/13789,Azure function not launched by Aspire when running test in normal test mode,Infra,feature,96,2026-01-07,area-app-testing
13788,https://github.com/dotnet/aspire/issues/13788,Aspire not working on Fedora Silverblue since .NET 10,Uncategorized,bug,96,2026-01-07,needs-retriage
13782,https://github.com/dotnet/aspire/issues/13782,RabbitMQ Container Name Override Issue in Azure Container Apps,Integrations,feature,96,2026-01-07,area-integrations
13777,https://github.com/dotnet/aspire/issues/13777,Unresolved diagnostics aka.ms links,Polyglot,feature,96,2026-01-06,documentation; area-app-model
13772,https://github.com/dotnet/aspire/issues/13772,Add `WithCredentialsLogin` extension for `ContainerRegistryResoure`,Uncategorized,feature,97,2026-01-06,needs-area-label
13761,https://github.com/dotnet/aspire/issues/13761,`AuxiliaryBackchannelService` concurrency error with parallel tests,Infra,bug,97,2026-01-06,area-app-testing; area-cli
13760,https://github.com/dotnet/aspire/issues/13760,Container considered `FailedToStart` if it starts then immediately exists,Polyglot,bug,97,2026-01-06,area-orchestrator
13756,https://github.com/dotnet/aspire/issues/13756,No Logs if container fails to start due to bad bind mount,Polyglot,bug,97,2026-01-05,area-orchestrator
13749,https://github.com/dotnet/aspire/issues/13749,Add PR-time documentation audit workflow with docs issue filing,Integrations,feature,98,2026-01-05,area-integrations
13746,https://github.com/dotnet/aspire/issues/13746,Make it easier to use the Dashboard with `DistributedApplicationTestingBuilder`,Infra,feature,98,2026-01-05,area-app-testing
13740,https://github.com/dotnet/aspire/issues/13740,Closing the InputFile (with file or cancel) dialog in Firefox crashes Aspire,Uncategorized,bug,99,2026-01-04,needs-area-label
13739,https://github.com/dotnet/aspire/issues/13739,`AddTestProject` with a custom dashboard view,Infra,feature,99,2026-01-04,area-app-testing
13738,https://github.com/dotnet/aspire/issues/13738,"[AspireE2E] When I run the aspire project again with .WithReplicas(2) added using dotnet watch, the project fails to run successfully.",Inner Loop,bug,99,2026-01-04,area-tooling
13730,https://github.com/dotnet/aspire/issues/13730,Aspire takes a while to notice a container has failed to start,Polyglot,bug,101,2026-01-02,area-orchestrator
13728,https://github.com/dotnet/aspire/issues/13728,`StartAsync` swallows `OperationCancelledException`s,Infra,bug,101,2026-01-02,area-app-model; area-app-testing
13725,https://github.com/dotnet/aspire/issues/13725,Container `WithExplicitStart()` fails `StartAsync` when container runtime is unavaialble - even if it's never started.,Polyglot,bug,101,2026-01-02,area-app-model
13724,https://github.com/dotnet/aspire/issues/13724,Add toggle to show/hide Parameters in Graph view,Dashboard,feature,101,2026-01-02,area-dashboard
13720,https://github.com/dotnet/aspire/issues/13720,Concurrency issue with password generation of persistent containers,Polyglot,feature,103,2025-12-31,area-app-model
13719,https://github.com/dotnet/aspire/issues/13719,Yarp - Support Custom Transforms,Integrations,feature,103,2025-12-31,area-integrations
13717,https://github.com/dotnet/aspire/issues/13717,AddKey support for Azure Key Vault integration,Integrations,feature,103,2025-12-31,area-integrations; azure; azure-keyvault
13716,https://github.com/dotnet/aspire/issues/13716,Aspire + Nuxt + Entra support,Integrations,feature,103,2025-12-31,area-integrations
13714,https://github.com/dotnet/aspire/issues/13714,Pits of failure using `WaitForResourceHealthyAsync` in tests.,Infra,bug,103,2025-12-31,area-app-model; area-app-testing
13712,https://github.com/dotnet/aspire/issues/13712,`PostgresBuilderExtensions.WithInitFiles()` only works for the default DB name,Integrations,feature,103,2025-12-30,area-integrations; postgres
13709,https://github.com/dotnet/aspire/issues/13709,Public API for resolving the internal Docker hostname,Polyglot,feature,105,2025-12-28,area-app-model
13700,https://github.com/dotnet/aspire/issues/13700,The aspire mcp does not launch in the official codespace,Inner Loop,feature,109,2025-12-24,area-mcp
13698,https://github.com/dotnet/aspire/issues/13698,"[AspireE2E] After opening the URL of the resource 'api-tunnel-webfrontend-http', the page cannot be found.",Polyglot,feature,110,2025-12-24,area-app-model
13695,https://github.com/dotnet/aspire/issues/13695,"[AspireE2E] Press ""Ctrl + Shift + P"", select ""Aspire: Open Aspire terminal"" then type ""aspire run"", click ""Chat with GitHub Copilot"" in dashboard, It shows ""GitHub Copilot unavailable""",Inner Loop,feature,110,2025-12-24,needs-author-action; area-extension
13692,https://github.com/dotnet/aspire/issues/13692,Yarp: Enable 301/302 redirects,Integrations,feature,111,2025-12-22,area-integrations; yarp
13690,https://github.com/dotnet/aspire/issues/13690,Pipeline Manifest Json,Infra,feature,112,2025-12-22,area-pipelines
13689,https://github.com/dotnet/aspire/issues/13689,Make the `AzureServiceBusEmulatorResource` field `AzureServiceBusResource _innerResource` a public property,Integrations,feature,112,2025-12-22,area-integrations; azure-servicebus
13685,https://github.com/dotnet/aspire/issues/13685,"[AspireE2E]After installing aspire extension in vs code, aspire run the project, in dashboard, select console> select apiservice > click ""stop resource"" button. dotnet watch information show up",Inner Loop,feature,112,2025-12-22,area-tooling; needs-further-triage; area-extension
13683,https://github.com/dotnet/aspire/issues/13683,Aspire Azure SQL provisioning fails,Integrations,bug,112,2025-12-22,area-integrations; azure; sqlserver
13668,https://github.com/dotnet/aspire/issues/13668,Aspire CLI does not properly detect when terminal supports emiojis,Inner Loop,feature,114,2025-12-20,area-cli
13656,https://github.com/dotnet/aspire/issues/13656,[Testing] Add a possibility to inject / override services (especially auth) in the projects which are launched from the apphost,Infra,feature,115,2025-12-19,area-app-testing
13654,https://github.com/dotnet/aspire/issues/13654,Restarts cause exception since 13.1,Uncategorized,bug,115,2025-12-19,needs-retriage
13647,https://github.com/dotnet/aspire/issues/13647,"`ResourceSnapshotBuilder` overwrites resource state, rather than merging with other customisations",Polyglot,feature,116,2025-12-18,area-app-model; area-orchestrator
13642,https://github.com/dotnet/aspire/issues/13642,Too Many Resources,Dashboard,feature,116,2025-12-18,area-dashboard; area-app-model
13640,https://github.com/dotnet/aspire/issues/13640,Should `GenerateParameterDefault` regenerate if stored value no longer meets complexity requirements?,Polyglot,feature,116,2025-12-18,area-app-model
13635,https://github.com/dotnet/aspire/issues/13635,Update Security Policy,Infra,feature,116,2025-12-18,area-engineering-systems
13634,https://github.com/dotnet/aspire/issues/13634,Add ResourceBuilder extensions to make it easy to hide resources from the Dashboard,Dashboard,feature,116,2025-12-18,area-app-model
13633,https://github.com/dotnet/aspire/issues/13633,Make `WithInitialState()` callable multiple times,Polyglot,feature,116,2025-12-18,area-app-model
13625,https://github.com/dotnet/aspire/issues/13625,`AddViteApp` with `WithHttpsDeveloperCertificate` will silently skip HTTPS setup if Vite config is missing,Polyglot,feature,116,2025-12-18,area-polyglot
13616,https://github.com/dotnet/aspire/issues/13616,13.1.0 can no longer resolve cosmosDb connection string from resource,Integrations,feature,117,2025-12-17,area-integrations
13613,https://github.com/dotnet/aspire/issues/13613,WithUv doesn't work with just requirements.txt,Integrations,bug,117,2025-12-17,area-integrations; python
13609,https://github.com/dotnet/aspire/issues/13609,Add support for sovereign (non-public) clouds in Aspire CLI,Integrations,feature,117,2025-12-17,area-integrations; azure
13757,https://github.com/dotnet/aspire/issues/13757,How to deploy Aspire as a service,Infra,feature,117,2025-12-17,area-samples
13602,https://github.com/dotnet/aspire/issues/13602,`aspire deploy` doesn't report failure when nothing was deployed,Deployment,bug,117,2025-12-17,needs-area-label
13597,https://github.com/dotnet/aspire/issues/13597,Support setting resource endpoint ports from AppHost config & persist random assignments to user secrets,Polyglot,feature,117,2025-12-16,area-app-model
13592,https://github.com/dotnet/aspire/issues/13592,"after updating to Aspire 13, the dashboard no longer launches",Inner Loop,feature,118,2025-12-16,area-tooling
13588,https://github.com/dotnet/aspire/issues/13588,Feature Request: GitOps-oriented Configuration Provider for Aspire,Integrations,feature,118,2025-12-16,area-integrations
13561,https://github.com/dotnet/aspire/issues/13561,"[AspireE2E][Linux]Create Aspire Starter App ~ 10.0 ~MSTest, click Testing> Refresh Tests, no tests show up",Polyglot,feature,119,2025-12-15,area-templates
13554,https://github.com/dotnet/aspire/issues/13554,Extend provisioning code for Aspire.Hosting.Azure.ApplicationInsights,Integrations,feature,120,2025-12-14,needs-area-label
13552,https://github.com/dotnet/aspire/issues/13552,Add support for Logic Apps (standard),Uncategorized,feature,121,2025-12-13,needs-area-label
13551,https://github.com/dotnet/aspire/issues/13551,"Make lists in the dashboard ""Multi-Select""",Dashboard,feature,121,2025-12-13,needs-area-label
13546,https://github.com/dotnet/aspire/issues/13546,`aspire update` fails to handle Windows-style path separators in project references on Linux/WSL,Inner Loop,bug,121,2025-12-13,area-cli
13545,https://github.com/dotnet/aspire/issues/13545,`aspire update --non-interactive` still prompts for approval and NuGet.config location,Inner Loop,feature,121,2025-12-13,area-cli
13533,https://github.com/dotnet/aspire/issues/13533,Unable to retrieve value for secret in already provisioned Key Vault,Integrations,feature,122,2025-12-12,area-integrations
13530,https://github.com/dotnet/aspire/issues/13530,Dashboard client does not respond to ping causing browser refresh during debugging,Dashboard,bug,122,2025-12-12,area-dashboard
13499,https://github.com/dotnet/aspire/issues/13499, Feature Request: Add support for generating Bicep using Azure Verified Modules (AVM),Integrations,feature,123,2025-12-11,area-integrations; azure
13494,https://github.com/dotnet/aspire/issues/13494,"""launchBrowser"": true not working (dashboard does not launch)",Inner Loop,bug,123,2025-12-11,area-tooling
13491,https://github.com/dotnet/aspire/issues/13491,BuildKit caching arguments,Infra,feature,123,2025-12-11,area-integrations; area-pipelines
13490,https://github.com/dotnet/aspire/issues/13490,Support for Mutiple Envrioment Debugging,Inner Loop,bug,123,2025-12-11,area-app-model
13480,https://github.com/dotnet/aspire/issues/13480,Ability to tag items and they would be shown in folders on dashboard,Dashboard,feature,123,2025-12-10,area-dashboard
13472,https://github.com/dotnet/aspire/issues/13472,Azure Managed Redis fails to provision,Deployment,bug,124,2025-12-10,area-deployment
13466,https://github.com/dotnet/aspire/issues/13466,The OpenAI resource should show the logs that it is connecting to the openai status url,Dashboard,feature,124,2025-12-10,area-dashboard
13465,https://github.com/dotnet/aspire/issues/13465,Running (Degraded) should not stop dependent resources from running with WaitFor,Polyglot,feature,124,2025-12-10,area-app-model
13464,https://github.com/dotnet/aspire/issues/13464,Aspire.Hosting.OpenAI incorrectly applies status to health check,Integrations,feature,124,2025-12-10,area-integrations
13460,https://github.com/dotnet/aspire/issues/13460,Add support for host IP binding in Aspire.Hosting.Docker port mappings,Polyglot,feature,124,2025-12-10,area-app-model
13451,https://github.com/dotnet/aspire/issues/13451,Add Rush as a package manager,Integrations,feature,124,2025-12-10,area-integrations
13446,https://github.com/dotnet/aspire/issues/13446,Onboarding feedback from user studies take 0,Uncategorized,feature,124,2025-12-10,needs-area-label
13438,https://github.com/dotnet/aspire/issues/13438,`aspire new --version 9.5.2` does not work,Inner Loop,feature,124,2025-12-10,area-cli
13433,https://github.com/dotnet/aspire/issues/13433,`aspire new` fails with exception on Linux when nuget feed authentication fails,Inner Loop,bug,125,2025-12-09,area-cli
13430,https://github.com/dotnet/aspire/issues/13430,Follow up on parameters page,Dashboard,feature,125,2025-12-09,area-dashboard; needs-retriage
13428,https://github.com/dotnet/aspire/issues/13428,Parameters shouldn't have the option to view console logs,Dashboard,feature,125,2025-12-09,area-dashboard; needs-retriage
13404,https://github.com/dotnet/aspire/issues/13404,Support further restricting resource/endpoint naming from hosting integrations,Integrations,feature,126,2025-12-08,area-app-model
13403,https://github.com/dotnet/aspire/issues/13403,✨ Feature Request: Support Installing Aspire CLI via `winget`,Inner Loop,feature,126,2025-12-08,area-acquisition
13397,https://github.com/dotnet/aspire/issues/13397,Remove `InternalsVisibleTo` dependency between Container Registry package and `Aspire.Hosting.Azure`,Integrations,feature,126,2025-12-08,area-integrations; azure
13388,https://github.com/dotnet/aspire/issues/13388,[AspireE2E] The restart button in the console page is grayed out and disabled after restarting the project for web app project with Aspire 13.1.0,Dashboard,feature,126,2025-12-08,area-dashboard; needs-retriage
13383,https://github.com/dotnet/aspire/issues/13383,[AspireE2E] The structured logs displayed in the results list do not match the set Level,Uncategorized,feature,126,2025-12-08,needs-area-label
13365,https://github.com/dotnet/aspire/issues/13365,Error on aspire publish when combining Kubernetes and NATS integrations,Integrations,bug,128,2025-12-06,needs-area-label
13359,https://github.com/dotnet/aspire/issues/13359,Add AddSqlServer().AddDatabase()AddSqlCommander() support,Integrations,feature,128,2025-12-06,area-integrations
13357,https://github.com/dotnet/aspire/issues/13357,Agent-mode research: Agent struggles with persistent containers,Inner Loop,feature,128,2025-12-05,area-cli; area-mcp
13354,https://github.com/dotnet/aspire/issues/13354,During aspire deploy this error can show up,Deployment,bug,129,2025-12-05,needs-area-label
13350,https://github.com/dotnet/aspire/issues/13350,Add DbContextOptions lifetime configuration support to Aspire.Microsoft.EntityFrameworkCore.SqlServer,Integrations,feature,129,2025-12-05,area-integrations
13345,https://github.com/dotnet/aspire/issues/13345,"[AspireE2E]There is a warning ""AppHost file was specified in '\.aspire\settings.json' but it does not exist at '\.aspire../Aspire02.AppHost.csproj'.""when running the aspire app in aspire CLI after enable showAllTemplates",Inner Loop,feature,129,2025-12-05,area-cli
13342,https://github.com/dotnet/aspire/issues/13342,Integrating with an existing Azure OpenAI model with an API Key,Integrations,feature,129,2025-12-05,area-integrations
13337,https://github.com/dotnet/aspire/issues/13337,Requirements from App Service website resources bleed into unrelated compute resources,Deployment,feature,130,2025-12-04,area-deployment
13336,https://github.com/dotnet/aspire/issues/13336,Aspire Debug with Dev Kit and Not the Aspire Plugin in Vs Code hangs,Inner Loop,bug,130,2025-12-04,area-tooling
13321,https://github.com/dotnet/aspire/issues/13321,Running aspire update --self does work when the Aspire CLI is installed as a .NET global tool,Inner Loop,feature,130,2025-12-04,area-cli
13318,https://github.com/dotnet/aspire/issues/13318,"Add Dashboard:Mcp:Stateless configuration option to enable stateless HTTP transport Labels: area-mcp, area-dashboard",Dashboard,feature,130,2025-12-03,area-dashboard
13311,https://github.com/dotnet/aspire/issues/13311,"HostUrl doesn't handle 0.0.0.0 or * bind addresses, causing incorrect container endpoint URLs",Polyglot,feature,131,2025-12-03,area-app-model
13307,https://github.com/dotnet/aspire/issues/13307,vite app with react router has trouble resolving module references which are defiend in tsconfig.json paths,Uncategorized,feature,131,2025-12-03,needs-area-label
13300,https://github.com/dotnet/aspire/issues/13300,Failing test: Aspire.Hosting.Azure.Tests.AzureDeployerTests.DeployAsync_WithDockerfile_Works,Infra,bug,132,2025-12-02,needs-area-label; flaky-test
13293,https://github.com/dotnet/aspire/issues/13293,Update aspire new blazor template,Polyglot,feature,132,2025-12-02,area-templates
13291,https://github.com/dotnet/aspire/issues/13291,Multiline inputs don't work in the CLI with the interaction service,Inner Loop,feature,132,2025-12-02,area-cli
13286,https://github.com/dotnet/aspire/issues/13286,Azure Service Bus subscriptions with rules can prevent deployment,Integrations,feature,132,2025-12-02,area-integrations
13285,https://github.com/dotnet/aspire/issues/13285,Azure Key Vault AddSecret validation mismatch,Integrations,feature,132,2025-12-02,area-integrations
13273,https://github.com/dotnet/aspire/issues/13273,"Are azure resources really ""Starting"", if Azure subscription is not available?",Integrations,feature,133,2025-12-01,area-integrations; azure
13271,https://github.com/dotnet/aspire/issues/13271,Aspire: FormatException with Azure PostgreSQL Flexible Server and Entra ID Authentication,Integrations,bug,133,2025-12-01,area-integrations
13265,https://github.com/dotnet/aspire/issues/13265,Support for AddAzureStorage extensions with RunAsEmulator to have multiple accounts,Integrations,feature,133,2025-12-01,area-integrations; azure; azure-storage
13259,https://github.com/dotnet/aspire/issues/13259,Restart redis when the password is changed,Deployment,feature,134,2025-11-30,azure; area-deployment
13256,https://github.com/dotnet/aspire/issues/13256,Smart parallel deployments,Deployment,feature,134,2025-11-30,area-deployment
13247,https://github.com/dotnet/aspire/issues/13247,Easier to write pipeline steps,Uncategorized,feature,135,2025-11-29,needs-area-label
13246,https://github.com/dotnet/aspire/issues/13246,[Aspire CLI] aspire do install,Uncategorized,feature,135,2025-11-29,needs-area-label
13235,https://github.com/dotnet/aspire/issues/13235,Docs: Don't advertise 'Update Now' on Dashboard until documentation is available,Dashboard,feature,136,2025-11-28,needs-area-label
13232,https://github.com/dotnet/aspire/issues/13232,domain.dev.local,Uncategorized,feature,136,2025-11-28,needs-area-label
13208,https://github.com/dotnet/aspire/issues/13208,Update vendored OpenTelemetry code,Polyglot,feature,138,2025-11-26,needs-area-label
13207,https://github.com/dotnet/aspire/issues/13207,Should AddCsharpApp with defaultWatchEnabled require a project reference or not?,Polyglot,feature,138,2025-11-26,area-app-model
13205,https://github.com/dotnet/aspire/issues/13205,`aspire run` fails for Azure Functions due to CS8802,Inner Loop,bug,138,2025-11-26,area-cli
13199,https://github.com/dotnet/aspire/issues/13199,Support for Configuring Public Access Levels for Azure Blob Containers in Aspire,Integrations,feature,139,2025-11-25,needs-area-label
13198,https://github.com/dotnet/aspire/issues/13198,Ability to set CORS policy for the Blob Storage emulator,Integrations,feature,139,2025-11-25,area-integrations
13194,https://github.com/dotnet/aspire/issues/13194,Add the ability to change and reset parameter resources from the apphost / cli,Inner Loop,feature,139,2025-11-25,area-cli
13185,https://github.com/dotnet/aspire/issues/13185,Introduce per channel override feeds into configuration.,Inner Loop,feature,139,2025-11-24,area-cli
13163,https://github.com/dotnet/aspire/issues/13163,OpenTelemetry Traceparent Propagation from Container to Aspire AppHost,Polyglot,feature,140,2025-11-24,needs-area-label
13149,https://github.com/dotnet/aspire/issues/13149,Update Pr Issue Template for new doc templates?,Infra,feature,140,2025-11-23,area-engineering-systems
13148,https://github.com/dotnet/aspire/issues/13148,Generated names for azure resources with global name scope aren't always unique,Integrations,feature,140,2025-11-23,area-integrations; azure
13144,https://github.com/dotnet/aspire/issues/13144,"Dashboard unclear when resource health checks have passed, but ResourceReady event has not completed",Dashboard,feature,141,2025-11-23,area-app-model
13143,https://github.com/dotnet/aspire/issues/13143,Customize the base image for project resources,Polyglot,feature,141,2025-11-23,area-app-model
13142,https://github.com/dotnet/aspire/issues/13142,aspire run hangs on build errors when using defaultWatchEnabled,Inner Loop,bug,141,2025-11-23,area-cli
13136,https://github.com/dotnet/aspire/issues/13136,Enable CosmosDB Emulator OpenTelemetry Integration,Integrations,feature,141,2025-11-23,area-integrations; azure; azure-cosmosdb
13130,https://github.com/dotnet/aspire/issues/13130,Should `HostUrl` remap `*.dev.localhost` urls?,Polyglot,feature,142,2025-11-22,area-app-model
13120,https://github.com/dotnet/aspire/issues/13120,`WithServerAuthenticationCertificateConfiguration` should allow args & env vars `ReferenceExpression`s to be specified as inline interpolated stringin,Polyglot,feature,142,2025-11-22,area-app-model
13117,https://github.com/dotnet/aspire/issues/13117,Support resolving endpoints using known network ids in deployment,Deployment,feature,142,2025-11-22,area-deployment
13095,https://github.com/dotnet/aspire/issues/13095,Intercept HTTP requests for observability,Polyglot,feature,143,2025-11-21,area-app-model; area-orchestrator
13084,https://github.com/dotnet/aspire/issues/13084,Azure SQL Image `2022-latest` does not support `json` column type,Integrations,feature,143,2025-11-21,area-integrations; sqlserver
13067,https://github.com/dotnet/aspire/issues/13067,".env is sorted alphabetically, leading to environment placeholders breaking",Deployment,bug,144,2025-11-20,‼️regression-from-last-release; area-deployment; docker-compose; silent-failure
13063,https://github.com/dotnet/aspire/issues/13063,Azure VNet Scenarios,Integrations,feature,144,2025-11-19,area-integrations; hardproblems
13060,https://github.com/dotnet/aspire/issues/13060,Specific Testing and AI suggested features to add,Inner Loop,feature,145,2025-11-19,needs-area-label
13035,https://github.com/dotnet/aspire/issues/13035,Generate IProjectMetadata types even when not referencing projects from the AppHost,Polyglot,feature,146,2025-11-18,area-app-model
13033,https://github.com/dotnet/aspire/issues/13033,Include a generic extension method to add a .NET MAUI project to the Aspire orchestration pipeline,Inner Loop,feature,146,2025-11-18,area-tooling
13027,https://github.com/dotnet/aspire/issues/13027,ConnectionStringParameterResource does not publish ConnectionStringAvailableEvent,Deployment,feature,146,2025-11-18,needs-area-label
13021,https://github.com/dotnet/aspire/issues/13021,Verify behavior when Azure deployment quota (800) is reached,Deployment,feature,146,2025-11-18,area-deployment
13015,https://github.com/dotnet/aspire/issues/13015,Return reference from interaction service methods,Polyglot,feature,146,2025-11-17,area-app-model
13011,https://github.com/dotnet/aspire/issues/13011,Remove experimental status from AddCSharpApp,Polyglot,feature,147,2025-11-17,area-app-model
12988,https://github.com/dotnet/aspire/issues/12988,Support asyncronous connection creation in DI,Integrations,feature,147,2025-11-16,area-integrations; redis
12987,https://github.com/dotnet/aspire/issues/12987,Add support for OpenBao,Integrations,feature,147,2025-11-16,area-integrations
12985,https://github.com/dotnet/aspire/issues/12985,Aspire integration test with a protected api(via AddMicrosoftIdentityWebApi) failing,Integrations,bug,148,2025-11-16,area-integrations
12984,https://github.com/dotnet/aspire/issues/12984,Make it possible to set a parameter value programmatically,Polyglot,feature,148,2025-11-16,area-app-model
