number,url,title,quadrant,type,age_days,created,labels
3174,https://github.com/dotnet/aspire/issues/3174,"Tooltips provided for the controls present in the ""Resource"" page are not available while navigating using keyboard TAB/ arrow keys: A11y_.NetAspireDashboard_Resource_Resource_keyboard",Dashboard,feature,748,2024-03-26,area-dashboard; a11y; A11ySev3
3145,https://github.com/dotnet/aspire/issues/3145,Aspire project with Blazor WASM/server project opens by itself,Inner Loop,feature,749,2024-03-25,area-tooling; blazor-wasm
3137,https://github.com/dotnet/aspire/issues/3137,Dashboard metrics filter popup extends beyond browser window and disappears when I try to scroll the page,Dashboard,feature,749,2024-03-25,area-dashboard; dashboard-metrics; needs-retriage
3126,https://github.com/dotnet/aspire/issues/3126,Hide nonexistent combinations when filtering metrics on dashboard,Dashboard,feature,750,2024-03-24,area-dashboard; area-telemetry; dashboard-filter-sort
3121,https://github.com/dotnet/aspire/issues/3121,Infrastructure versioning with CDK callbacks,Deployment,feature,751,2024-03-23,azure; area-deployment
3105,https://github.com/dotnet/aspire/issues/3105,Support Testcontainers for resource definition,Integrations,feature,752,2024-03-22,area-integrations
3052,https://github.com/dotnet/aspire/issues/3052,Add support for PgVector extension to postgres resource,Integrations,feature,754,2024-03-20,area-integrations; postgres
3043,https://github.com/dotnet/aspire/issues/3043,"[WebToolsE2E][Aspire] Building a multi-target project from the App Host (e.g., .NET MAUI App with "".NET Aspire Orchestrator Support"") fails with error MSB4057: The target ""GetTargetPath"" does not exist in the project.",Polyglot,bug,754,2024-03-20,area-app-model
3010,https://github.com/dotnet/aspire/issues/3010,Consinder adding WithConfBindMount method for configured conf directory for Redis resource,Integrations,feature,755,2024-03-19,area-integrations; redis
2981,https://github.com/dotnet/aspire/issues/2981,More DefaultAzureCredential diagnostics information with AddAzureProvisioning,Integrations,feature,756,2024-03-18,area-integrations; azure
2972,https://github.com/dotnet/aspire/issues/2972,Don't clear selected log entry in structured logs if filters are removed,Dashboard,feature,756,2024-03-18,area-dashboard; area-telemetry; dashboard-filter-sort
2967,https://github.com/dotnet/aspire/issues/2967,RabbitMQ logging issues,Integrations,feature,756,2024-03-17,help wanted; area-integrations; rabbitmq
2962,https://github.com/dotnet/aspire/issues/2962,Add support for multiple TFMs `<TargetFrameworks>`,Inner Loop,feature,757,2024-03-17,area-app-model; area-tooling; blazor-wasm
2926,https://github.com/dotnet/aspire/issues/2926,Redis component tracing doesn't include an error span when operations against Redis fail,Integrations,bug,759,2024-03-15,area-integrations; redis
2924,https://github.com/dotnet/aspire/issues/2924,Improve ergonomics of option in VS new project dialog for integration tests project,Inner Loop,feature,759,2024-03-15,area-templates; area-tooling
2897,https://github.com/dotnet/aspire/issues/2897,Asserting OpenTelemetry data when using DistributedApplicationTestingBuilder,Infra,feature,760,2024-03-14,area-telemetry; area-app-testing
2896,https://github.com/dotnet/aspire/issues/2896,gRPC client doesn't work with Service Discovery scheme resolution syntax,Polyglot,bug,760,2024-03-14,area-service-discovery
2884,https://github.com/dotnet/aspire/issues/2884,Dashboard shows the sum of measurement values of Gauge,Dashboard,feature,760,2024-03-14,area-dashboard; area-telemetry
2874,https://github.com/dotnet/aspire/issues/2874,The project doesn't know how to run command WSL from launchsettings.json,Inner Loop,feature,760,2024-03-14,area-tooling; wsl
2866,https://github.com/dotnet/aspire/issues/2866,"Add support for Azure Container Apps ""init containers""",Deployment,feature,760,2024-03-13,azure; area-deployment; azure-container-apps
2802,https://github.com/dotnet/aspire/issues/2802,[feature] Add Azure Communications Services,Integrations,feature,762,2024-03-12,area-integrations; azure
2793,https://github.com/dotnet/aspire/issues/2793,Do we have a grafana dashboard for the built-in metrics of ResourceMonitoring,Polyglot,feature,762,2024-03-12,area-telemetry
2788,https://github.com/dotnet/aspire/issues/2788,Revisit path normalization in Aspire.Hosting,Polyglot,feature,763,2024-03-11,area-app-model; needs-retriage
2711,https://github.com/dotnet/aspire/issues/2711,Consider deployment story for static web apps/spa,Deployment,feature,767,2024-03-07,azure; area-deployment
2658,https://github.com/dotnet/aspire/issues/2658,Allow better modeling of external endpoints to enable resources to reference each other's non-external vs. external endpoints,Polyglot,feature,768,2024-03-05,area-app-model
2629,https://github.com/dotnet/aspire/issues/2629,Replica information not part of deployment manifest,Deployment,feature,769,2024-03-04,needs-retriage
2571,https://github.com/dotnet/aspire/issues/2571,Standardize filter options and display between Resource and Structured Logs view,Dashboard,feature,773,2024-03-01,area-dashboard; dashboard-filter-sort
2570,https://github.com/dotnet/aspire/issues/2570,_CSharpWriteProjectMetadataSources property/information,Polyglot,feature,773,2024-03-01,area-app-model
2549,https://github.com/dotnet/aspire/issues/2549,Create `IConfiguration` extension methods to get Aspire convention-based values ,Polyglot,feature,774,2024-02-29,area-service-discovery
2516,https://github.com/dotnet/aspire/issues/2516,Configuring an index for Azure AI Search,Integrations,feature,775,2024-02-28,area-integrations; azure
2515,https://github.com/dotnet/aspire/issues/2515,Kubernetes DnsSrv service discovery across namespace,Polyglot,feature,775,2024-02-28,area-service-discovery
2514,https://github.com/dotnet/aspire/issues/2514,`Rejoining the server...` modal should not be an overlay (or it can be closable),Dashboard,feature,775,2024-02-28,area-dashboard
2497,https://github.com/dotnet/aspire/issues/2497,Support for Azure Front Door and Azure DNS components,Integrations,feature,775,2024-02-28,area-integrations; azure
2427,https://github.com/dotnet/aspire/issues/2427,Add OpenTelemetry tracing instrumentation for SqlClient ,Integrations,feature,777,2024-02-26,area-integrations; sqlserver
2408,https://github.com/dotnet/aspire/issues/2408,Support Kafka in Azure,Integrations,feature,778,2024-02-25,area-integrations; azure; kafka
2405,https://github.com/dotnet/aspire/issues/2405,Add support for multiple bicep modules,Integrations,feature,778,2024-02-25,area-integrations; azure
2350,https://github.com/dotnet/aspire/issues/2350,Investigate metrics table update,Dashboard,feature,781,2024-02-22,area-dashboard; area-telemetry
2348,https://github.com/dotnet/aspire/issues/2348,Support provisioning MongoDB via CosmosDB on Azure,Integrations,feature,781,2024-02-22,area-integrations; azure; azure-cosmosdb; mongodb
2203,https://github.com/dotnet/aspire/issues/2203,Support for Azure File Share,Integrations,feature,790,2024-02-13,area-integrations; azure; azure-storage
2154,https://github.com/dotnet/aspire/issues/2154,Running a .NET project using `AddProject` with the csproj path fails if the project has not been previously built,Inner Loop,bug,794,2024-02-09,area-tooling; needs-design
2138,https://github.com/dotnet/aspire/issues/2138,Support tags for Health Checks added by Components,Integrations,feature,795,2024-02-08,area-integrations
2130,https://github.com/dotnet/aspire/issues/2130,Support Azure MySQL as a deployment option for mysql in Aspire.Hosting.Azure,Integrations,feature,795,2024-02-08,area-integrations; azure; mysql
2116,https://github.com/dotnet/aspire/issues/2116,"Make PgAdmin, RedisCommander, and MyPhpAdmin usable for remote resources",Integrations,feature,796,2024-02-07,area-integrations; postgres; redis
2035,https://github.com/dotnet/aspire/issues/2035,Publish .tar.gz files instead of .zip files for Docker images,Infra,feature,801,2024-02-01,area-engineering-systems
1898,https://github.com/dotnet/aspire/issues/1898,Add possibility to prefix EnvVar Names,Polyglot,bug,807,2024-01-27,area-app-model
1869,https://github.com/dotnet/aspire/issues/1869,Add AzureB2C component,Integrations,feature,808,2024-01-26,area-integrations; azure
1868,https://github.com/dotnet/aspire/issues/1868,Extensibility of the Dashboard,Dashboard,feature,808,2024-01-26,area-dashboard; feature-dashboard-extensibility
1818,https://github.com/dotnet/aspire/issues/1818,"Service -> OTEL fail with ""Requesting HTTP version 2.0 with version policy RequestVersionOrHigher while unable to establish HTTP/2 connection.""",Polyglot,bug,810,2024-01-24,area-templates; area-telemetry
1769,https://github.com/dotnet/aspire/issues/1769,Validation of resources and annotations,Polyglot,feature,811,2024-01-23,area-app-model
1708,https://github.com/dotnet/aspire/issues/1708,Support restart on fail for executables and containers,Polyglot,bug,815,2024-01-19,area-app-model; needs-retriage
11071,https://github.com/dotnet/aspire/issues/11071,Parameterise the Prometheus Data Source in Grafana Dashboards,Infra,feature,816,2024-01-18,area-grafana
1693,https://github.com/dotnet/aspire/issues/1693,RabbitMQ Stream Client component,Integrations,feature,816,2024-01-18,area-integrations; rabbitmq
1647,https://github.com/dotnet/aspire/issues/1647,Display of trace name on the Traces page is missing important details to help understand what it is without drilling into trace details view,Dashboard,feature,822,2024-01-12,area-dashboard
1644,https://github.com/dotnet/aspire/issues/1644,Consider getting known properties for resource details panel from resource server,Dashboard,feature,822,2024-01-11,area-dashboard; needs-retriage
1536,https://github.com/dotnet/aspire/issues/1536,Is there any way to use ServiceDiscovery for client (aka browser) apps?,Infra,feature,831,2024-01-03,area-samples; area-service-discovery; blazor-wasm
1511,https://github.com/dotnet/aspire/issues/1511,Disable ConfigureAwait analyzer in server projects with no sync context.,Dashboard,feature,837,2023-12-28,area-dashboard
1492,https://github.com/dotnet/aspire/issues/1492,Host Run Targets for jobs versus/web sites and no debugger by default with EASY attach to debug,Inner Loop,bug,842,2023-12-23,area-app-model
1435,https://github.com/dotnet/aspire/issues/1435,Support categorization in running the AppHost,Polyglot,feature,849,2023-12-16,area-app-model
1426,https://github.com/dotnet/aspire/issues/1426,Investigate loading ReadyToRun version of Roslyn in ConfigurationSchemaGenerator,Integrations,feature,849,2023-12-16,area-integrations
1425,https://github.com/dotnet/aspire/issues/1425,Support more type specs in ConfigurationSchemaGenerator,Integrations,feature,849,2023-12-16,area-integrations
1424,https://github.com/dotnet/aspire/issues/1424,Sync ConfigurationSchemaGenerator code from dotnet/runtime,Integrations,feature,849,2023-12-15,area-integrations
1356,https://github.com/dotnet/aspire/issues/1356,SignalR client address resolution,Polyglot,feature,853,2023-12-12,documentation; area-service-discovery
1339,https://github.com/dotnet/aspire/issues/1339,Proposal for adding Azure Cosmos DB Distributed Cache component,Integrations,feature,853,2023-12-11,area-integrations; azure; azure-cosmosdb
1336,https://github.com/dotnet/aspire/issues/1336,Keda,Integrations,feature,853,2023-12-11,area-integrations
1326,https://github.com/dotnet/aspire/issues/1326,Proposal for Keycloak integration,Integrations,feature,854,2023-12-11,area-integrations; keycloak
1209,https://github.com/dotnet/aspire/issues/1209,Add Aspire related analyzers for improved developer experience,Inner Loop,feature,860,2023-12-05,area-tooling
1149,https://github.com/dotnet/aspire/issues/1149,Relationship between AspireComponentSettings.Tracing and Azure client options config,Integrations,feature,865,2023-11-30,area-integrations; azure
1105,https://github.com/dotnet/aspire/issues/1105,Console logs: Link detection does not properly parse full URLs,Dashboard,feature,866,2023-11-29,area-dashboard
1048,https://github.com/dotnet/aspire/issues/1048,Analyzers/Warnings for consistent non-localized CSS string generation,Dashboard,feature,868,2023-11-27,area-dashboard; area-tooling; localization
992,https://github.com/dotnet/aspire/issues/992,Replica Support For Container Resource,Polyglot,feature,873,2023-11-22,area-app-model; needs-retriage
983,https://github.com/dotnet/aspire/issues/983,"[Preview] .NET Aspire - Incorrect configuration when ""Place project and solution in same folder"" was used",Polyglot,feature,874,2023-11-21,area-templates
969,https://github.com/dotnet/aspire/issues/969,Support running and debugging Aspire service projects in Containers,Inner Loop,bug,875,2023-11-20,area-app-model; area-orchestrator
898,https://github.com/dotnet/aspire/issues/898,Add extension methods to make adding HTTP & gRPC service references + optionally health checks easier,Polyglot,feature,878,2023-11-17,area-service-discovery
896,https://github.com/dotnet/aspire/issues/896,"Standardize sorting, filtering, & searching UX for dashboard views",Dashboard,feature,878,2023-11-16,area-dashboard; dashboard-filter-sort
